Place,Name,Bib No,Age,Gender,Rnk,Time,Pace,Rnk,Time,Pace,Time,Time
1,Andrew Barnhart,4064,57,M,1,38:25.9,7:31/M,1,48:59.6,8:19/M,27:23.0,27:25.5
